Call ID,Timestamp,Customer ID,Agent ID,Call Duration,Call Reason,Customer Transcript
848cabfb-924a-4243-9163-099c3da6f37e,2026-08-21 08:38:40,CUST_20002,AGT_1014,1198,Cancellation Request,I am switching to another provider and need to initiate account closure.
b514cf17-0462-4712-a66d-06467e071e87,2026-09-12 22:30:55,CUST_20054,AGT_1016,588,Billing Inquiry,"Hi, I noticed an unexpected charge on my statement this month and need clarification."
7e077e4a-3f5d-404a-a6f2-bd6a23ffe28c,2026-08-21 04:16:24,CUST_20062,AGT_1011,628,Technical Support,The software update crashed mid-installation and now my device won't boot.
51fb8376-e983-438a-b829-c6ee8008e928,2026-09-13 05:01:14,CUST_20180,AGT_1009,1128,Technical Support,I cannot connect to the VPN network from my remote setup today.
8675b973-0507-483d-a7b3-17e1bc2e124b,2026-08-22 20:48:46,CUST_20034,AGT_1008,281,Billing Inquiry,"Good morning, I was charged twice for the same transaction last Tuesday."
44d27044-014b-4fcb-8445-2a04dcd3c1f4,2026-08-31 01:26:04,CUST_20072,AGT_1019,476,Billing Inquiry,"Hello, my monthly invoice seems higher than usual. Could you explain the additional fees?"
8ed20c7b-1490-402a-9b50-bdc02c11543e,2026-08-30 15:41:21,CUST_20129,AGT_1015,559,Account Management,"Hello, I would like to add an authorized secondary user to my account."
55e99cd4-e74f-4ea9-9116-a983ac763197,2026-09-07 09:37:38,CUST_20070,AGT_1001,52,Billing Inquiry,"Hi, I noticed an unexpected charge on my statement this month and need clarification."
40d71b94-d560-4e7a-84f8-a3968dfa2e4b,2026-08-30 13:19:33,CUST_20041,AGT_1023,949,Account Management,"Hello, I would like to add an authorized secondary user to my account."
b130c842-14a0-46dd-b35a-076bb4b394ef,2026-09-14 01:37:46,CUST_20002,AGT_1003,199,Product Inquiry,I am interested in upgrading my hardware package. What options do I have?
8514c4af-9516-422d-8a84-5bb18e6043b6,2026-09-04 18:17:37,CUST_20149,AGT_1017,348,Technical Support,My internet router keeps blinking red and resetting every ten minutes.
9b546a31-4feb-4a1e-bc84-e42bc1e84709,2026-08-19 20:51:35,CUST_20078,AGT_1011,126,Cancellation Request,"The current plan is outside my budget, so I would like to terminate the service."
54c38fe3-28d1-4271-9d35-3bf6796d158f,2026-08-29 22:50:56,CUST_20170,AGT_1003,769,Account Management,"Hello, I would like to add an authorized secondary user to my account."
b3082858-83b5-4265-8dab-3a211d21c006,2026-08-25 08:11:36,CUST_20060,AGT_1005,407,Product Inquiry,I am interested in upgrading my hardware package. What options do I have?
654d0bf7-0e36-4aa8-9b85-a8d91dcbd564,2026-08-26 13:05:46,CUST_20188,AGT_1010,888,Cancellation Request,I'm calling to cancel my subscription effective at the end of this billing cycle.
b5395fc6-46af-49cc-bc95-7c4979f9e553,2026-08-25 13:36:17,CUST_20179,AGT_1003,828,Technical Support,The software update crashed mid-installation and now my device won't boot.
26458647-f989-4550-9d04-983fd59b495b,2026-08-28 15:16:47,CUST_20051,AGT_1014,761,Billing Inquiry,I need help updating my auto-pay credit card details before the next cycle.
4ba9ee4a-92d7-40cb-8656-73acb551ec76,2026-08-28 15:51:02,CUST_20006,AGT_1021,440,Account Management,"Hello, I would like to add an authorized secondary user to my account."
830369ea-0d77-4c40-8680-6b24e05f3d0c,2026-08-31 08:43:18,CUST_20017,AGT_1024,616,Cancellation Request,I am switching to another provider and need to initiate account closure.
e6061340-8858-4b6c-96b3-0e72e13eb138,2026-09-12 20:51:44,CUST_20084,AGT_1000,281,Account Management,Can you help me reset my security questions and multi-factor authentication?
479082d8-cc95-4f9a-b276-6723a83792b3,2026-09-15 00:33:42,CUST_20067,AGT_1001,267,Account Management,"Hello, I would like to add an authorized secondary user to my account."
c7f9a9f3-8def-497e-9d80-1913fcae16e0,2026-09-03 14:52:49,CUST_20186,AGT_1010,938,Product Inquiry,I am interested in upgrading my hardware package. What options do I have?
7446eeb2-8014-4576-800c-c831b335fbef,2026-09-05 12:54:39,CUST_20147,AGT_1006,566,Product Inquiry,I want to know the difference between the standard and enterprise service tiers.
4e92b7ec-2343-4d93-87ce-0b9e1b06a7a3,2026-08-17 22:05:46,CUST_20133,AGT_1017,448,Billing Inquiry,I need help updating my auto-pay credit card details before the next cycle.
f941367a-3709-499f-b609-3bbc5080edd0,2026-08-21 05:39:04,CUST_20170,AGT_1010,687,Account Management,Can you help me reset my security questions and multi-factor authentication?
37763893-f5e0-493c-93c2-e9affc9e4e24,2026-09-11 10:57:58,CUST_20079,AGT_1021,881,Billing Inquiry,"Good morning, I was charged twice for the same transaction last Tuesday."
98dbfe64-9074-4728-9a7c-a1104eb3c1b6,2026-09-01 04:35:20,CUST_20141,AGT_1004,437,Account Management,Can you help me reset my security questions and multi-factor authentication?
1559edaa-98db-4b05-abae-b14af8c66f3f,2026-08-26 06:52:56,CUST_20157,AGT_1018,661,Cancellation Request,Please cancel my policy and let me know if any early termination fees apply.
569ff808-1f7a-46f7-a0f6-61cf79a03bb1,2026-09-01 14:09:56,CUST_20073,AGT_1006,925,Cancellation Request,I'm calling to cancel my subscription effective at the end of this billing cycle.
ce002088-2b66-4dab-beff-5917c2b906fd,2026-09-09 09:52:34,CUST_20113,AGT_1014,482,Product Inquiry,Can you tell me if your service covers international roaming in Europe?
4b96e874-06d2-4c04-8aa9-fa3b9634aba0,2026-08-26 01:49:50,CUST_20168,AGT_1002,626,Product Inquiry,I am interested in upgrading my hardware package. What options do I have?
9a032224-1824-4f83-890b-c736751aacfe,2026-08-22 08:55:47,CUST_20192,AGT_1007,680,Product Inquiry,Can you tell me if your service covers international roaming in Europe?
055eb414-9c9c-4321-a909-8f8b67fd3f3b,2026-08-24 23:48:20,CUST_20006,AGT_1001,546,Technical Support,I'm unable to log into the mobile app; it keeps returning an unexpected error code.
5be7a56c-5bbd-4d3a-82f5-6ae005dc5873,2026-09-08 22:43:26,CUST_20106,AGT_1020,443,Cancellation Request,I'm calling to cancel my subscription effective at the end of this billing cycle.
ce3a1ccc-b7a9-4190-8fdf-398406c36131,2026-09-06 05:45:18,CUST_20062,AGT_1004,56,Cancellation Request,Please cancel my policy and let me know if any early termination fees apply.
76049ab0-f962-4376-b2dd-b3bd5c316b1e,2026-08-28 11:05:39,CUST_20045,AGT_1022,1105,Billing Inquiry,I need help updating my auto-pay credit card details before the next cycle.
f3797341-8efe-48d3-aaae-00d44169c22c,2026-09-13 21:33:02,CUST_20063,AGT_1003,979,Cancellation Request,I'm calling to cancel my subscription effective at the end of this billing cycle.
9a173aa5-2c99-4318-bcd8-29da403daf6a,2026-09-12 14:56:21,CUST_20143,AGT_1019,694,Technical Support,I cannot connect to the VPN network from my remote setup today.
6ee8c491-bef2-48f8-96a1-c9ca3b1c7cd1,2026-09-13 10:26:34,CUST_20114,AGT_1005,1017,Cancellation Request,Please cancel my policy and let me know if any early termination fees apply.
583fb5e4-898c-46d9-bda0-45502da1a28a,2026-08-29 20:10:51,CUST_20163,AGT_1008,1112,Cancellation Request,I am switching to another provider and need to initiate account closure.
810bf177-1ea3-4788-a4d3-ea10c33f159d,2026-08-31 04:03:18,CUST_20112,AGT_1002,630,Cancellation Request,"The current plan is outside my budget, so I would like to terminate the service."
8e0d47e9-8db3-4997-bda9-db0feddcaf7f,2026-09-03 03:24:59,CUST_20081,AGT_1017,210,Technical Support,The software update crashed mid-installation and now my device won't boot.
710c0f27-e807-4763-8c76-881a7ab75c7e,2026-08-29 01:33:53,CUST_20098,AGT_1022,357,Technical Support,I'm unable to log into the mobile app; it keeps returning an unexpected error code.
04639f2e-d011-4bf8-b982-daeca76c1b08,2026-09-06 23:28:55,CUST_20104,AGT_1010,1156,Technical Support,My internet router keeps blinking red and resetting every ten minutes.
10803792-5606-4292-b986-e838663853e8,2026-08-20 20:40:14,CUST_20052,AGT_1013,842,Cancellation Request,Please cancel my policy and let me know if any early termination fees apply.
0e88a836-6596-452f-9ffd-a3023015b114,2026-09-14 18:51:13,CUST_20097,AGT_1015,57,Product Inquiry,I want to know the difference between the standard and enterprise service tiers.
79a7613e-66d8-4148-83e1-c416a651245f,2026-09-05 18:29:35,CUST_20107,AGT_1017,1163,Account Management,I recently moved and need to update my billing and service address.
827a7a51-d66f-49de-8ec7-996e77a3c43c,2026-09-10 12:57:15,CUST_20056,AGT_1008,937,Product Inquiry,Are there any ongoing promotions or bundle discounts available for existing customers?
d2dd939d-8cab-45ad-8403-ae0a9819f041,2026-09-05 17:10:38,CUST_20086,AGT_1021,873,Cancellation Request,I'm calling to cancel my subscription effective at the end of this billing cycle.
d68b1ec5-5648-494b-ab38-f18d51e7ec7d,2026-08-24 00:49:22,CUST_20159,AGT_1017,100,Technical Support,I cannot connect to the VPN network from my remote setup today.
058f6753-6fc0-45ee-b45e-635efbdc58b9,2026-08-21 21:55:54,CUST_20164,AGT_1013,322,Cancellation Request,I'm calling to cancel my subscription effective at the end of this billing cycle.
da5cf5f5-8e3d-4925-b85c-d7e66e66b375,2026-08-20 06:42:42,CUST_20066,AGT_1012,715,Cancellation Request,"The current plan is outside my budget, so I would like to terminate the service."
4ff341f7-818e-4de1-ab36-7aabd6f72016,2026-09-02 16:55:43,CUST_20086,AGT_1024,821,Technical Support,I cannot connect to the VPN network from my remote setup today.
92ec142b-a22a-4967-b7b7-4e6159bdcfeb,2026-08-30 02:02:36,CUST_20020,AGT_1015,84,Account Management,Can you help me reset my security questions and multi-factor authentication?
fdc7b503-ab40-476d-b3f1-5e461bb39058,2026-09-03 19:51:33,CUST_20057,AGT_1020,185,Product Inquiry,I want to know the difference between the standard and enterprise service tiers.
70b6d6b0-b022-4ba9-813a-4df2af0c9ba2,2026-08-29 20:13:54,CUST_20051,AGT_1000,357,Billing Inquiry,"Hi, I noticed an unexpected charge on my statement this month and need clarification."
9c0d9932-b952-4a42-b6f2-ddf2098ad376,2026-09-09 19:51:52,CUST_20171,AGT_1003,1200,Technical Support,I'm unable to log into the mobile app; it keeps returning an unexpected error code.
5b4625bc-5c1c-4b34-9a4c-4b07ebf86087,2026-08-30 06:40:16,CUST_20196,AGT_1011,388,Technical Support,I cannot connect to the VPN network from my remote setup today.
fe719a34-6abc-4ad4-b188-c24fb57f85f9,2026-08-25 18:55:36,CUST_20079,AGT_1003,97,Product Inquiry,I want to know the difference between the standard and enterprise service tiers.
39e84c1d-6fec-4fb9-a4de-0d32615c028c,2026-09-06 02:15:42,CUST_20183,AGT_1006,200,Account Management,Can you help me reset my security questions and multi-factor authentication?
16ce01c9-25eb-4c9f-b7fe-c78d9001551d,2026-08-22 18:50:58,CUST_20178,AGT_1024,662,Product Inquiry,Are there any ongoing promotions or bundle discounts available for existing customers?
9e6be0be-b8b1-49aa-ac73-0f5686bec5e1,2026-09-14 07:29:06,CUST_20010,AGT_1011,1136,Product Inquiry,I want to know the difference between the standard and enterprise service tiers.
25565d35-6997-44b7-ad58-faabdaa63f69,2026-08-21 04:27:58,CUST_20129,AGT_1020,743,Cancellation Request,I am switching to another provider and need to initiate account closure.
e73147ba-afcd-4eee-8f3a-3703739f5ed2,2026-09-10 15:15:07,CUST_20027,AGT_1013,786,Billing Inquiry,I need help updating my auto-pay credit card details before the next cycle.
f309e41c-4a20-4c25-b37c-79c0815b7bfd,2026-09-07 23:30:18,CUST_20045,AGT_1023,1113,Cancellation Request,"The current plan is outside my budget, so I would like to terminate the service."
d315a822-5b09-43bd-aa69-7533835a7c0b,2026-09-09 09:44:34,CUST_20111,AGT_1023,594,Account Management,Can you help me reset my security questions and multi-factor authentication?
b5ce63d5-7f05-4d9c-95b0-1fffeffaa6cf,2026-08-22 01:05:43,CUST_20071,AGT_1014,544,Account Management,"Hello, I would like to add an authorized secondary user to my account."
89e1b36c-08ab-4129-bdee-654e0aa003c8,2026-09-03 04:03:22,CUST_20007,AGT_1015,710,Cancellation Request,Please cancel my policy and let me know if any early termination fees apply.
cdbc2b1f-c8f2-458b-923e-44f06e6bbf58,2026-08-28 03:15:48,CUST_20090,AGT_1008,742,Technical Support,I cannot connect to the VPN network from my remote setup today.
4aec4fbd-16e3-4091-b310-ad8d2f352447,2026-09-13 19:40:09,CUST_20002,AGT_1016,436,Account Management,I recently moved and need to update my billing and service address.
07d79253-092e-4b8b-a5ae-f0046f78dc48,2026-09-06 13:38:56,CUST_20125,AGT_1017,537,Billing Inquiry,"Hello, my monthly invoice seems higher than usual. Could you explain the additional fees?"
4c4eb987-ba03-4e41-a181-ef9776358cbb,2026-09-08 14:17:13,CUST_20004,AGT_1002,647,Cancellation Request,Please cancel my policy and let me know if any early termination fees apply.
c626d94c-9e6b-4dc7-b929-2154c9b8fe8e,2026-08-29 15:35:48,CUST_20078,AGT_1021,800,Technical Support,I cannot connect to the VPN network from my remote setup today.
36405b9e-63bd-458e-8a84-9cecb7d9fc3e,2026-09-07 11:52:25,CUST_20190,AGT_1017,722,Cancellation Request,I am switching to another provider and need to initiate account closure.
bb3b5637-f6d2-4a27-baf4-ea94a153ceeb,2026-08-30 23:45:58,CUST_20078,AGT_1008,517,Account Management,Can you help me reset my security questions and multi-factor authentication?
fcb7ca9c-dad7-4b03-873a-403feeadd6a7,2026-09-02 03:45:57,CUST_20030,AGT_1023,1142,Billing Inquiry,"Hello, my monthly invoice seems higher than usual. Could you explain the additional fees?"
62c6cfe5-6725-46d0-b3ff-240865f480c5,2026-08-28 08:13:55,CUST_20189,AGT_1015,611,Technical Support,I'm unable to log into the mobile app; it keeps returning an unexpected error code.
f8f10da9-4764-48ee-8f06-969960a56b08,2026-08-22 17:14:50,CUST_20049,AGT_1009,510,Product Inquiry,Can you tell me if your service covers international roaming in Europe?
2b3b6ce4-3cf6-41c3-8d92-276172631a42,2026-09-01 12:17:35,CUST_20003,AGT_1022,1138,Account Management,"Hello, I would like to add an authorized secondary user to my account."
4d63df44-8158-41bc-9847-6bf9a012e86a,2026-08-20 01:09:19,CUST_20013,AGT_1017,643,Technical Support,The software update crashed mid-installation and now my device won't boot.
b3bd5941-6a25-4e9d-99d1-12fa729ea5fc,2026-08-22 19:38:56,CUST_20003,AGT_1018,627,Technical Support,I cannot connect to the VPN network from my remote setup today.
d478747d-3b46-4a2f-9ccf-e5e7597e4c98,2026-09-08 05:18:33,CUST_20087,AGT_1005,150,Cancellation Request,Please cancel my policy and let me know if any early termination fees apply.
70f4b68c-47e6-4421-8eeb-70a4cf082a11,2026-08-23 09:02:49,CUST_20016,AGT_1012,1052,Account Management,Can you help me reset my security questions and multi-factor authentication?
f676430c-ef8b-42a4-a094-5800669a3ea7,2026-08-25 04:54:02,CUST_20038,AGT_1018,667,Billing Inquiry,"Hi, I noticed an unexpected charge on my statement this month and need clarification."
1f2c0de1-8000-43e1-a94b-a1ea0e306de7,2026-08-23 14:07:54,CUST_20142,AGT_1024,897,Billing Inquiry,"Hello, my monthly invoice seems higher than usual. Could you explain the additional fees?"
ce3bf144-c097-471a-bfc5-0c28e2e686dc,2026-09-12 04:58:01,CUST_20097,AGT_1014,951,Product Inquiry,Are there any ongoing promotions or bundle discounts available for existing customers?
9525544b-689f-49a2-9feb-584c2f97aff9,2026-09-01 15:55:10,CUST_20145,AGT_1019,168,Account Management,Can you help me reset my security questions and multi-factor authentication?
9cc488b4-93ba-4a8d-9ee0-a0ae899f8dd0,2026-08-27 22:12:58,CUST_20160,AGT_1006,586,Product Inquiry,I want to know the difference between the standard and enterprise service tiers.
1c3d6835-e348-480c-af2e-a85a8130430c,2026-08-29 11:35:20,CUST_20044,AGT_1017,198,Billing Inquiry,"Hello, my monthly invoice seems higher than usual. Could you explain the additional fees?"
9d654744-6160-43c3-a3fd-39bfabe47f82,2026-09-06 16:04:59,CUST_20115,AGT_1022,1007,Technical Support,My internet router keeps blinking red and resetting every ten minutes.
3bdeb002-84b4-4f16-b2e2-8aacdd866b8b,2026-08-29 01:48:54,CUST_20073,AGT_1022,624,Account Management,I need to change the primary email address and phone number associated with my profile.
cb13d55c-98ab-4fae-b705-852a6f2583e7,2026-08-29 04:05:03,CUST_20067,AGT_1020,450,Cancellation Request,I'm calling to cancel my subscription effective at the end of this billing cycle.
84e8a3fd-8308-4273-9098-6b9935f8b455,2026-09-13 06:35:13,CUST_20057,AGT_1020,350,Cancellation Request,I'm calling to cancel my subscription effective at the end of this billing cycle.
ed62fd6b-6530-44bf-bf2b-6689b8e8f186,2026-08-21 07:19:27,CUST_20015,AGT_1005,674,Account Management,"Hello, I would like to add an authorized secondary user to my account."
c0eeab4f-9f22-4668-84c2-ce407d415e1d,2026-09-08 03:46:36,CUST_20031,AGT_1014,667,Product Inquiry,Can you tell me if your service covers international roaming in Europe?
cfc7e0cd-8fb5-47be-9ff6-5234c2021ce8,2026-09-11 03:13:05,CUST_20138,AGT_1015,941,Cancellation Request,I am switching to another provider and need to initiate account closure.
1e40b7a9-8236-48ef-be97-c73465f8fa95,2026-09-07 19:28:32,CUST_20188,AGT_1010,557,Billing Inquiry,"Hi, I noticed an unexpected charge on my statement this month and need clarification."
5e63eb63-291c-46db-a95b-a57fb401fe23,2026-08-28 22:50:31,CUST_20172,AGT_1018,87,Billing Inquiry,"Hi, I noticed an unexpected charge on my statement this month and need clarification."
073cc6e1-ebcf-41a0-bc66-0c9117617835,2026-08-26 08:14:16,CUST_20120,AGT_1016,950,Account Management,I need to change the primary email address and phone number associated with my profile.
c5d9c33d-7be4-4738-aa0e-dda67d0f7ca5,2026-09-15 06:05:03,CUST_20111,AGT_1020,1052,Account Management,"Hello, I would like to add an authorized secondary user to my account."
82bef50c-7514-4996-81ce-0dda57417c58,2026-09-03 17:31:47,CUST_20104,AGT_1010,702,Billing Inquiry,I need help updating my auto-pay credit card details before the next cycle.
bb0b5cf3-b56e-4a62-a44f-c472a76f22a9,2026-09-02 20:22:29,CUST_20105,AGT_1022,1059,Billing Inquiry,"Hello, my monthly invoice seems higher than usual. Could you explain the additional fees?"
c5cf81ab-af15-4971-8b75-054a2eee3f07,2026-09-13 13:02:05,CUST_20009,AGT_1014,225,Account Management,Can you help me reset my security questions and multi-factor authentication?
3c91bd9a-3e14-4fb2-892a-7b194cf67ba1,2026-09-02 12:46:01,CUST_20029,AGT_1024,872,Account Management,I recently moved and need to update my billing and service address.
6564a1ce-9c80-4f14-a946-46790968d59a,2026-09-13 04:17:35,CUST_20118,AGT_1013,156,Product Inquiry,I want to know the difference between the standard and enterprise service tiers.
e4ece0da-c693-464b-9101-f4abd04a8392,2026-09-11 00:54:44,CUST_20160,AGT_1014,150,Technical Support,The software update crashed mid-installation and now my device won't boot.
